"Administrador","Anden Derecho","Anden Izquierdo","Carretera","Poste de Referencia","Distancia","Fecha de Construcción","Fecha de Inspección","Luces","Luz Maxima","Luz Minima","Luz Total","Material","Nombre","Sección Longitudinal","Sección Transversal","Tablero","Via","point"
"INVIAS","1.53","0","Cartago - Alcalá","9","200","1.935","2012.04.23","1","51.12","51.12","51.12","51","Piedra de Moler","10","40","4.36","25VL07","POINT (-75.8580723146303 4.71164830489555)"
"ANI","0","0","Sincelejo - Toluviejo","16","22","1.998","2007.03.19","3","12.7","9","31.4","20","Pechelin I","10","14","8.1","25SC01","POINT (-75.4390619856268 9.43656203735754)"
"ANI","0","0","Sincelejo - Toluviejo","14","538","1.998","2007.03.19","3","10.5","14.4","39.3","10","La Mena","11","52","8.1","25SC01","POINT (-75.4342837002359 9.42364393777017)"
"ANI","0","0","Sincelejo - Toluviejo","14","170","1.998","2012.07.17","1","19.4","19.4","45","20","La Mena II","10","14","10","25SC01","POINT (-75.4348300776452 9.42036793876066)"
"ANI","0","0","Sincelejo - Toluviejo","12","500","1.998","2012.07.17","1","19.4","19.4","20.83","20","Soto II","10","14","10","25SC01","POINT (-75.4367847228093 9.40725891321274)"
"ANI","0","0","Sincelejo - Toluviejo","10","300","1.998","2012.07.17","1","19.4","19.4","20.83","20","El Caiman","10","14","10","25SC01","POINT (-75.4333462169417 9.38787125167771)"
"ANI","0","0","Sincelejo - Toluviejo","5","200","1.998","2012.07.17","1","19.4","19.4","20.83","20","La Muerte II","10","14","10","25SC01","POINT (-75.419678789304 9.35020140811995)"
"ANI","0","0","Sincelejo - Toluviejo","4","800","1.998","2012.07.17","1","19.4","19.4","55","20","La Muerte I","10","14","10","25SC01","POINT (-75.4174408111707 9.34787082464589)"
"INVIAS","0","0","Variante Oriental de Pasto","16","920","1.998","2012.07.17","1","19.4","19.4","15","20","Puente Variante Oriental 3","10","14","10","25NRD","POINT (-77.2634739346986 1.2347185481372)"
"INVIAS","0","0","Variante Oriental de Pasto","16","744","1.998","2012.07.17","1","19.4","19.4","16","20","Puente Variante Oriental 2","10","14","10","25NRD","POINT (-77.2639754753505 1.23321449161447)"
"INVIAS","0","0","Variante Oriental de Pasto","9","944","1.998","2012.07.17","1","19.4","19.4","37","20","Puente Variante Oriental 1","10","14","10","25NRD","POINT (-77.2386230233955 1.19578819070887)"
"INVIAS","0","0","Variante de Popayán","15","483","1.998","2012.07.17","1","19.4","19.4","19.4","20","Anillo Norte","10","14","10","25CCB","POINT (-76.5583390859632 2.49386518334405)"
"INVIAS","0","0","Variante de Popayán","5","100","1.998","2012.07.17","1","19.4","19.4","63.9","20","Rio Cauca","10","14","10","25CCB","POINT (-76.6348591731023 2.46280125124411)"
"INVIAS","0","0","Variante de Popayán","0","270","1.998","2012.07.17","1","19.4","19.4","19.4","20","Cauca (Anillo Sur)","10","14","10","25CCB","POINT (-76.6200802741262 2.43142640177144)"
"INVIAS","0","0","Santiago - Santa Rosa","164","850","2.013","2012.10.19","1","23.3","23.3","39.64","20","El Carmelo","10","12","4.7","25CC15_1","POINT (-76.5994521739404 1.72442223434712)"
"INVIAS","0","0","Santiago - Santa Rosa","159","0","2.013","2012.10.19","1","23.3","23.3","23.3","20","Marmato","10","12","4.7","25CC15_1","POINT (-76.6268004478212 1.70156265947964)"
"INVIAS","0","0","Santiago - Santa Rosa","152","600","2.013","2012.10.18","1","21.6","21.6","21.6","20","Adoretes","10","13","6.6","25CC15_1","POINT (-76.6485823736976 1.70667351168706)"
"INVIAS","0","0","Rosas - La Sierra - La Vega - San Sebastián - Santiago","114","492","2.013","2012.10.30","1","13.8","13.8","28.3","20","Cusiyaco","10","13","6.7","25CC15","POINT (-76.7705913740117 1.82285885668687)"
"INVIAS","0","0","Rosas - La Sierra - La Vega - San Sebastián - Santiago","107","513","2.013","2012.10.30","1","13.8","13.8","15.5","20","Humus","10","13","6.7","25CC15","POINT (-76.7828087425398 1.85831951335811)"
"INVIAS","0","0","Rosas - La Sierra - La Vega - San Sebastián - Santiago","63","408","2.013","2012.10.30","1","13.8","13.8","15.7","20","Puente Real","10","13","6.7","25CC15","POINT (-76.7913311727214 2.01239687058411)"
"INVIAS","0","0","Rosas - La Sierra - La Vega - San Sebastián - Santiago","36","200","2.013","2012.10.30","1","13.8","13.8","13.8","20","Rio Mutis","10","13","6.7","25CC15","POINT (-76.7765598193511 2.12812410085024)"
"INVIAS","0","0","Rosas - La Sierra - La Vega - San Sebastián - Santiago","30","550","2.013","2012.01.31","1","11.4","11.4","11.4","20","Quebrada San Francisco","10","13","6.7","25CC15","POINT (-76.7757427776341 2.1457012839697)"
"INVIAS","0","0","Rosas - La Sierra - La Vega - San Sebastián - Santiago","25","900","2.013","2012.11.01","1","16.33","16.33","16.33","20","Rio Guachicono","10","13","6.6","25CC15","POINT (-76.7636746997979 2.15060056067922)"
"INVIAS","0","0","Rosas - La Sierra - La Vega - San Sebastián - Santiago","21","500","2.013","2012.11.02","1","13","13","13","70","Rio San Pedro","11","52","7.7","25CC15","POINT (-76.7690540938461 2.16482243960274)"
"INVIAS","0","0","Rosas - La Sierra - La Vega - San Sebastián - Santiago","18","75","2.013","2012.06.17","1","13.5","13.5","25","92","Sin Nombre","11","52","5.3","25CC15","POINT (-76.7616386507064 2.17663144531076)"
"INVIAS","0","0","Popayán - El Rosario","11","200","2.013","2012.06.17","1","13.5","13.5","13.5","92","Rio Palace","11","52","5.3","25CC04","POINT (-76.6335831591933 2.55935256708609)"
"ANI","0","0","Carreto - Cruz del Viso","23","500","2.013","2012.07.18","4","25","24.95","73","30","Aji Molido","10","14","8","25BL02","POINT (-75.2269087903733 10.1372018238483)"
"ANI","0","0","Carreto - Cruz del Viso","15","600","2.013","2012.07.18","4","25","24.95","12","30","El Guayabal","10","14","8","25BL02","POINT (-75.1640854859063 10.1227292445162)"
"ANI","0","0","Carreto - Cruz del Viso","13","427","2.013","2012.07.18","4","25","24.95","11.8","30","Lamba","10","14","8","25BL02","POINT (-75.1588216041792 10.1047727837481)"
"ANI","0","0","Carreto - Cruz del Viso","6","800","2.013","2012.07.18","4","25","24.95","8","30","San Antonio","10","14","8","25BL02","POINT (-75.1204025203824 10.0714203961188)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","36","24","2.013","2012.07.18","4","25","24.95","299.9","30","TONUSCO","10","14","8","25B02","POINT (-75.8564293458112 6.24827827775204)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","69","115","2.013","2012.07.09","2","28.25","28.25","56.5","20","LA SECA","10","14","9.2","25B02","POINT (-75.8303160806704 6.48599127367778)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","67","550","2.013","2012.07.15","1","15.3","15.3","15.3","20","LA JUANES","10","13","9.9","25B02","POINT (-75.8309130008969 6.47310913115789)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","66","440","2.013","2012.07.14","1","31","31","31","30","QUEBRADA LA USA","10","14","9.15","25B02","POINT (-75.8269746452019 6.46411987053579)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","64","36","2.013","2012.07.12","1","21.2","21.2","21.2","20","CAÐAVERALES","10","14","9.15","25B02","POINT (-75.8269636503342 6.44335544706002)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","61","630","2.013","2012.07.12","1","21","21","21","20","CEBOLLAL","10","14","9.04","25B02","POINT (-75.8187217163418 6.42603215821845)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","58","600","2.013","2012.07.11","2","37.5","8.8","46.3","30","EL PLAYON","10","14","9.2","25B02","POINT (-75.8300184840179 6.40492608962376)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","57","384","2.013","2012.07.10","2","30.4","30.4","60.8","30","LA NOQUIA","10","14","9.2","25B02","POINT (-75.8329522505476 6.39572368569068)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","54","28","2.013","2012.07.08","6","30.3","30.15","151.05","30","HIGUINA","10","14","9.15","25B02","POINT (-75.8478884798471 6.37268968450492)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","47","830","2.013","2012.07.07","1","21","21","21","20","NOVERON","10","14","9.15","25B02","POINT (-75.8585161178536 6.32765954045753)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","47","830","2.013","2012.07.06","1","20.75","20.75","20.75","20","LA LEONA","10","14","9.1","25B02","POINT (-75.8585161178536 6.32765954045753)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","46","785","2.013","2012.07.05","2","20.5","20.5","41","20","LA PITANJA","10","14","9.15","25B02","POINT (-75.8511843189141 6.32331380910293)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","45","440","2.013","2012.07.05","1","16.25","16.25","16.25","20","LA PURIA","10","14","9.3","25B02","POINT (-75.8474913083728 6.31310657551151)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","43","789","2.013","2012.07.12","2","30.9","30.9","61.8","30","LA PALMA","10","14","9","25B02","POINT (-75.847624132532 6.29867936135397)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","41","430","2.013","2012.07.04","4","33.25","29.4","128.15","30","NIVERENGO","10","14","9.15","25B02","POINT (-75.8376000639876 6.28181399195128)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","39","250","2.013","2012.07.04","1","36.5","36.5","36.5","20","EL TORITO","10","14","9.2","25B02","POINT (-75.844455616316 6.26589263114477)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","36","24","2.013","2012.07.18","4","30.6","25.6","117.4","30","PURCO","10","14","9.1","25B02","POINT (-75.8564293458112 6.24827827775204)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","34","280","2.013","2012.07.10","1","36.25","36.25","36.25","30","AREPITAS I","10","14","9.15","25B02","POINT (-75.8607011272144 6.23396348565921)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","33","120","2.013","2012.07.10","2","35.65","15.6","51.25","30","JIMENEZ","10","14","9.1","25B02","POINT (-75.8582773942672 6.22417576676739)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","32","620","2.013","2012.09.08","1","36.35","36.35","36.35","30","AREPITAS II","10","14","9.1","25B02","POINT (-75.8553322507836 6.2213018951018)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","31","205","2.013","2012.07.09","5","35.65","30.65","158.35","30","SAN MATEO","10","14","9.1","25B02","POINT (-75.845937424727 6.21449748681188)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","28","965","2.013","2012.07.26","2","35.6","35.6","71.6","30","SABALETICAS","10","14","9.15","25B02","POINT (-75.8514226595128 6.19580675877582)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","25","205","2.013","2012.06.27","1","30.45","30.45","30.45","30","EL MORO","10","14","9.1","25B02","POINT (-75.844120454521 6.16598798636248)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","24","315","2.013","2012.06.27","1","35.5","35","35.5","30","EL MORITO","10","14","9.2","25B02","POINT (-75.8453430920383 6.15866043409912)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","22","704","2.013","2012.07.02","4","30.7","30.6","127.7","30","La Pinona","10","14","9.7","25B02","POINT (-75.8476445398245 6.14518368692937)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","18","940","2.013","2012.06.27","1","30.65","30.65","30.65","30","GUASIMAL","10","14","9.2","25B02","POINT (-75.8566497900873 6.11586785335531)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","17","275","2.013","2012.06.27","4","30.65","30.65","122.6","30","LA COMIA","10","14","9.1","25B02","POINT (-75.8570729802664 6.10183960088282)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","14","650","2.013","2012.07.05","2","20.55","20.55","41.1","30","PUERTO VIEJO","10","14","9.15","25B02","POINT (-75.8603876723142 6.07997700036982)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","12","600","2.013","2012.07.09","2","25.65","25.65","51.3","30","EL CABILDO","10","14","9.15","25B02","POINT (-75.8636573452327 6.06251040289392)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","11","630","2.013","2012.06.27","1","35.5","35.5","35.5","30","CORRALES","10","14","9.08","25B02","POINT (-75.8666476659981 6.05503156022525)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","10","785","2.013","2012.07.02","1","80","80","80","50","EL ABEJERO","10","40","8.82","25B02","POINT (-75.8658697885444 6.04721480662028)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","10","120","2.013","2012.06.27","2","35.6","10.7","46.3","30","EL MANGO","10","14","9.25","25B02","POINT (-75.8630413660275 6.04193826311796)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","9","206","2.013","2012.06.27","3","25.7","25.65","77","30","CAMPANAS","10","14","9.72","25B02","POINT (-75.8573385577056 6.03665136723038)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","9","20","2.013","2012.06.27","1","35.45","35.45","35.45","31","LA CEIBA","10","14","9.72","25B02","POINT (-75.8558488328284 6.03588943056908)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","7","410","2.013","2012.06.27","1","25.55","25.55","25.55","31","EL HIGUERON","10","14","9.13","25B02","POINT (-75.8477214091268 6.02550445087558)"
"ANI","0","0","Bolombolo - Santafé de Antioquia","6","500","2.013","2012.06.27","1","30.5","30.5","30.5","31","Arepitas 5","10","14","9.09","25B02","POINT (-75.8463925146846 6.01690404515141)"
"ANI","0.6","0.6","Calamar - Barranquilla","76","650","2.013","2012.06.08","1","14.5","14.5","14.5","20","La Virgencita","40","14","23.7","2516","POINT (-74.7692053037995 10.9026179758665)"
"ANI","0","0","Calamar - Barranquilla","79","500","2.013","2012.06.08","3","33.3","33.33","100","30","Puente Sao","10","14","12.2","2516","POINT (-74.7784380915219 10.9261889816523)"
"ANI","0","0","Calamar - Barranquilla","79","500","2.013","2012.06.08","3","33.3","33.33","100","30","Puente Sao","10","14","12.2","2516","POINT (-74.7784380915219 10.9261889816523)"
"ANI","7","2","Calamar - Barranquilla","77","500","2.011","2012.06.08","1","26","26","26","30","Platanal","10","14","24.75","2516","POINT (-74.7717336053936 10.9098377436469)"
"ANI","2","7","Calamar - Barranquilla","77","500","2.011","2012.06.08","1","26","26","26","30","Platanal","10","14","24.75","2516","POINT (-74.7717336053936 10.9098377436469)"
"ANI","2","0","Calamar - Barranquilla","47","561","1.969","2012.06.08","3","17","10","37.8","20","Ponedera","10","14","12.73","2516","POINT (-74.7619134549249 10.6514277227075)"
"ANI","2","0","Calamar - Barranquilla","30","500","1.967","2012.08.02","1","11.7","11.7","11.7","20","Las Florez","10","14","11.99","2516","POINT (-74.822476295347 10.5094990995005)"
"ANI","2","0","Calamar - Barranquilla","28","650","1.968","2012.08.01","1","10","10","10","20","Puerto Giraldo","10","14","12.51","2516","POINT (-74.8249429076834 10.493129977908)"
"ANI","2","0","Sincelejo - Puerta de Hierro - Calamar","8","67","2.011","2012.04.28","1","16","16","16","21","Puente Morroa","10","14","4.7","2515","POINT (-75.3024561100004 9.31848046361275)"
"ANI","2","2","Sincelejo - Puerta de Hierro - Calamar","0","700","2.011","2012.04.28","1","20","20","20","21","Puente Colomuto","10","14","27.1","2515","POINT (-75.3608724805176 9.30813150174275)"
"ANI","1.25","1.1","Sincelejo - Puerta de Hierro - Calamar","18","44","1.997","2012.04.28","1","11.9","11.9","11.9","20","Puerto Uvito","10","14","12","2515","POINT (-75.2690604376751 9.38731860669929)"
"ANI","1.25","1.2","Sincelejo - Puerta de Hierro - Calamar","15","660","1.997","2012.04.27","1","12.6","12.6","12.6","20","Kembor","10","14","10.5","2515","POINT (-75.274013987251 9.36709681027418)"
"ANI","1.25","1.2","Sincelejo - Puerta de Hierro - Calamar","8","810","1.997","2012.05.02","1","15.7","15.7","15.7","20","Corozal","10","14","12.65","2515","POINT (-75.2976334400211 9.3225338307098)"
"ANI","1.5","2.5","Sincelejo - Puerta de Hierro - Calamar","8","70","1.977","2012.05.05","1","18","18","18","20","La Panela","10","14","10.95","2515","POINT (-75.3024288132204 9.3184799907203)"
"ANI","3","2.5","Sincelejo - Puerta de Hierro - Calamar","0","646","1.977","2012.05.09","1","20.4","20.4","20.4","20","La Poza del Chorro","10","14","26.6","2515","POINT (-75.3613605812757 9.30808517524936)"
"ANI","1.16","1.16","Sincelejo - Puerta de Hierro - Calamar","138","161","1.977","2007.03.07","9","26.6","23.9","229.6","32","Calamar 1ra. SECCION INPECCION (Acceso Bolivar-Viga Longi.)","10","14","9.72","2515","POINT (-74.9184337589548 10.2604884619903)"
"ANI","1.16","1.16","Sincelejo - Puerta de Hierro - Calamar","138","161","1.977","2007.03.07","8","26.4","25.6","208.1","32","Calamar 3ra. SECCION INPECCION (Acceso Atlantico-Viga Long.)","10","14","9.72","2515","POINT (-74.9184337589548 10.2604884619903)"
"ANI","0.65","0.65","Sincelejo - Puerta de Hierro - Calamar","138","161","1.977","2007.03.07","1","88.9","88.9","266.7","51","Calamar 2 da. SECCION INPECCION (Arco Superior, metalico).","11","50","8.5","2515","POINT (-74.9184337589548 10.2604884619903)"
"ANI","0.65","0.65","Sincelejo - Puerta de Hierro - Calamar","120","232","1.959","2007.03.07","3","4.4","4.2","12.6","20","El queso","42","10","9.22","2515","POINT (-75.0266145525496 10.1614497302969)"
"ANI","0.65","0.65","Sincelejo - Puerta de Hierro - Calamar","106","259","1.99","2007.03.07","1","7","7","7","20","San Juan","11","14","9","2515","POINT (-75.0802629967635 10.0525786772884)"
"ANI","0.65","0.65","Sincelejo - Puerta de Hierro - Calamar","90","770","1.99","2007.03.08","1","10","10","10","20","El cacao","10","14","10.02","2515","POINT (-75.1033568315457 9.92366749019451)"
"ANI","0.65","0.65","Sincelejo - Puerta de Hierro - Calamar","90","800","1.99","2007.03.08","1","10.65","10.65","10.65","20","El Palmar","10","14","9.12","2515","POINT (-75.1031639203847 9.92385973039029)"
"ANI","0.65","0.65","Sincelejo - Puerta de Hierro - Calamar","88","925","1.99","2007.03.08","1","23","23","23.2","20","El Siete","11","52","8.8","2515","POINT (-75.1042479741063 9.90784476650636)"
"ANI","0.65","0.65","Sincelejo - Puerta de Hierro - Calamar","79","450","1.99","2007.03.08","1","9","9","22.2","20","Bajo de Oso","10","14","11.92","2515","POINT (-75.1165999776729 9.82641360802119)"
"ANI","0.65","0.65","Sincelejo - Puerta de Hierro - Calamar","73","771","1.99","2007.03.08","1","9","9","9","20","Mala noche","10","14","11.92","2515","POINT (-75.1227170119481 9.7815549884852)"
"ANI","0.65","0.65","Sincelejo - Puerta de Hierro - Calamar","71","250","1.99","2007.03.08","1","11.2","11.2","11.2","20","Tabacal","10","14","11.1","2515","POINT (-75.1275948855697 9.76489763099388)"
"ANI","0.65","0.65","Sincelejo - Puerta de Hierro - Calamar","64","557","1.99","2007.03.09","1","27.3","27.3","27.3","32","Gambotico ( El Alferez )","10","13","7.9","2515","POINT (-75.1120537474546 9.71148928445497)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","64","75","1.972","2007.03.09","1","14.7","14.7","30.7","21","Puente Aeropuerto el carmen","10","14","8.18","2515","POINT (-75.1131916548715 9.70803194964467)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","61","575","1.972","2007.03.09","1","14.7","14.7","15.5","21","Puente Nuevo","10","14","8.18","2515","POINT (-75.1207987459956 9.68836261651603)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","59","700","1.972","2007.03.09","1","14.7","14.7","14.7","21","Verdum","10","14","8.18","2515","POINT (-75.1292250194429 9.67376994692108)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","49","15","1.972","2007.03.09","3","5.8","3.7","19.4","10","Sin Nombre III","11","52","10.1","2515","POINT (-75.1783985091344 9.60238398820826)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","48","245","1.972","2007.03.09","3","5.68","3.52","13.2","10","Sin Nombre II","11","52","9.92","2515","POINT (-75.1840865223845 9.59957227414749)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","46","148","1.972","2007.03.09","2","7.6","5.6","12.6","10","Sin Nombre","11","52","10.56","2515","POINT (-75.191069538552 9.58234894185908)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","44","78","1.972","2007.03.09","2","7.6","5.6","12.8","10","Sin Nombre I","11","52","10.56","2515","POINT (-75.2022075048398 9.5679206641513)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","43","724","1.972","2007.03.09","3","13.6","9.2","32","20","Mancomojan II","10","14","10.08","2515","POINT (-75.2042742751663 9.5651939205907)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","43","629","1.972","2007.03.09","3","3.9","3.5","12.1","10","Mancomojan I","11","52","10.42","2515","POINT (-75.2048256333992 9.56453219033774)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","41","844","1.972","2007.03.09","3","3.9","3.5","11.1","10","El Zapato","11","52","10.42","2515","POINT (-75.2135223608644 9.55290041332985)"
"ANI","0.99","1.01","Sincelejo - Puerta de Hierro - Calamar","40","120","1.972","2007.03.09","2","5.6","5.5","18","10","El Acueducto","11","52","10.5","2515","POINT (-75.2181131716707 9.5419154667621)"
"ANI","0.99","1.01","Planeta Rica - Chinú - Sincelejo","86","609","1.972","2012.06.14","1","11.5","11.5","11.5","20","Carranzó IV (Carranzo)","10","14","8.9","2514","POINT (-75.4144595850816 9.07404482130094)"
"ANI","0.99","1.01","Planeta Rica - Chinú - Sincelejo","86","241","1.972","2012.06.13","1","11.5","11.5","11.5","20","Carranzó I ( Bajo de Carranza )","10","14","8.75","2514","POINT (-75.4148094721731 9.07074904461135)"
"INVIAS","0.99","1.01","Planeta Rica - Chinú - Sincelejo","25","770","1.972","2012.06.12","2","14.8","9.9","24.7","20","Santiago","10","14","8.75","2514","POINT (-75.4861589361403 8.600997671253)"
"INVIAS","0.99","1.01","Planeta Rica - Chinú - Sincelejo","22","930","1.972","2012.06.06","2","14.5","10.4","24.9","20","Tremetino (La Carcel)","10","14","8.55","2514","POINT (-75.4842368118567 8.57681308537149)"
"INVIAS","0.99","1.01","Planeta Rica - Chinú - Sincelejo","10","443","1.972","2012.06.05","2","14.9","14.9","29.8","20","Aguas Claras","10","14","8.74","2514","POINT (-75.5201126239517 8.47760466087173)"
"INVIAS","0.99","1.01","Planeta Rica - Chinú - Sincelejo","4","149","1.972","2012.06.04","3","12.5","6","24.5","20","Arenas","10","14","8.5","2514","POINT (-75.5457468601242 8.43411632623394)"
"INVIAS","0.99","1.01","Caucasia - Planeta Rica","66","868","1.972","2012.05.22","1","14.4","14.4","14.4","20","San Juan de Duque","10","14","8.7","2513","POINT (-75.5752047243134 8.41884445103362)"
"INVIAS","0.99","1.01","Caucasia - Planeta Rica","66","724","1.972","2012.05.22","2","13.5","13.5","27","20","Carolina II","10","14","8.3","2513","POINT (-75.5762842909631 8.41811064932031)"
"ANI","0.99","1.01","Caucasia - Planeta Rica","49","346","1.972","2012.05.14","2","13.55","13.5","27.05","20","El Carate","10","14","9.1","2513","POINT (-75.5108166858893 8.2849527811396)"
"ANI","0.99","1.01","Caucasia - Planeta Rica","34","213","1.972","2012.05.13","2","13.7","13.7","27.4","21","Los Zambos","10","14","9","2513","POINT (-75.4431840838878 8.16730411132019)"
"ANI","0.99","1.01","Caucasia - Planeta Rica","21","352","1.951","2012.05.13","1","12.15","12.15","12.15","20","Los Zambitos","10","14","11.65","2513","POINT (-75.3701071966178 8.07874329321194)"
"INVIAS","0.99","1.01","Caucasia - Planeta Rica","19","200","1.951","2012.05.08","3","61.05","41.5","163.6","51","San Jorge","10","40","6.1","2513","POINT (-75.3568489547407 8.06641435938217)"
"ANI","0.99","1.01","Caucasia - Planeta Rica","16","656","1.947","2012.05.08","2","11.1","10.55","21.65","20","San Mateo","20","14","11.45","2513","POINT (-75.3391435896115 8.05048891402647)"
"ANI","0.99","1.01","Caucasia - Planeta Rica","6","200","1.947","2012.06.22","1","70.84","70.84","15","50","no tiene nombre","11","40","11","2513","POINT (-75.253428348991 8.01363874769093)"
"INVIAS","0.99","1.01","Tarazá - Caucasia","59","289","1.947","2012.06.22","1","70.84","70.84","70.84","50","Río Man","11","40","11","2512","POINT (-75.2078817468363 7.95648137559942)"
"INVIAS","0","0","Tarazá - Caucasia","46","105","1.957","2012.06.22","1","13.75","13.75","13.75","20","Quebrada el Saino","10","14","9.86","2512","POINT (-75.2084224299596 7.85031114151776)"
"INVIAS","0","0","Tarazá - Caucasia","36","180","1.957","2012.06.22","1","13","13","12.5","20","El Limonar","10","14","8.33","2512","POINT (-75.2224283978264 7.77315494239459)"
"INVIAS","0","0","Tarazá - Caucasia","32","673","1.957","2012.06.22","1","13","13","13","20","Rio Jardin","10","14","8.33","2512","POINT (-75.2498609498187 7.75874409575115)"
"INVIAS","0","0","Tarazá - Caucasia","26","789","1.957","2012.06.27","2","13.67","13.18","26.85","21","Las Pampas","10","14","8.88","2512","POINT (-75.273467023635 7.71937320573818)"
"INVIAS","0","0","Tarazá - Caucasia","22","52","1.957","2012.06.26","1","13","13","13","20","El Denton","10","14","8.44","2512","POINT (-75.283277947087 7.68312064036478)"
"INVIAS","0","0","Tarazá - Caucasia","12","943","1.957","2012.06.26","1","10.9","10.9","10.9","20","Cristalina","10","12","10.8","2512","POINT (-75.3196861320726 7.62576057435649)"
"INVIAS","0","0","Tarazá - Caucasia","8","782","1.957","2012.06.25","2","11.1","8.56","26.18","21","Quebrada Noa","10","14","8.84","2512","POINT (-75.3397485907798 7.59790925995699)"
"INVIAS","0","0","Tarazá - Caucasia","3","9","1.957","2012.06.12","1","14.6","14.6","14.6","20","El Topacio","10","14","11.9","2512","POINT (-75.3845011701782 7.59601854017493)"
"INVIAS","0","0","Los Llanos - Tarazá","122","200","1.957","2012.06.28","2","60.73","30.76","91.49","50","Tarazá","10","40","7.95","2511","POINT (-75.3828335652831 7.56836318452914)"
"INVIAS","1.46","1.46","Los Llanos - Tarazá","120","243","1.95","2012.06.29","3","20","8","48.35","11","Piedras","11","52","14","2511","POINT (-75.3805494264839 7.55134110115696)"
"INVIAS","0","0","Los Llanos - Tarazá","118","538","1.957","2012.06.29","1","50.71","50.71","50.71","51","El Rayo","10","40","8.05","2511","POINT (-75.3748170501473 7.53758194334618)"
"INVIAS","0","0","Los Llanos - Tarazá","112","679","1.957","2012.06.30","1","21","21","21","10","El Cinco No.2 (sección en Arco)","11","52","10.6","2511","POINT (-75.342474211775 7.50510560644904)"
"INVIAS","0","0","Los Llanos - Tarazá","112","646","1.957","2012.06.30","1","14.23","14.23","14.23","20","El Cinco No.1","10","14","10","2511","POINT (-75.3424751016188 7.50480763997089)"
"INVIAS","0","0","Los Llanos - Tarazá","107","671","1.957","2012.07.01","1","13","13","13","10","El Nueve (Sección en arco)","41","52","10.42","2511","POINT (-75.3273000185884 7.46382900978083)"
"INVIAS","0","0","Los Llanos - Tarazá","102","587","1.957","2012.06.21","1","60.7","60.7","60.7","51","Puqui","10","40","8.06","2511","POINT (-75.3067258774528 7.43461474754564)"
"INVIAS","0.97","0.97","Los Llanos - Tarazá","91","770","2.001","2012.06.09","1","37.93","37.93","97.93","32","Pescado","10","13","11.7","2511","POINT (-75.3354331069533 7.3492188744483)"
"INVIAS","0","0","Los Llanos - Tarazá","87","762","1.988","2012.06.09","2","16.6","16.53","33.13","20","La Raya","10","14","8.85","2511","POINT (-75.3610006608757 7.32468452252143)"
"INVIAS","0","0","Los Llanos - Tarazá","85","22","1.988","2012.06.10","1","11.25","11.25","11.25","20","El Tigre","10","14","8.81","2511","POINT (-75.377485776022 7.30642382868371)"
