"Administrador","Anden Derecho","Anden Izquierdo","Carretera","Poste de Referencia","Distancia","Fecha de Construcción","Fecha de Inspección","Luces","Luz Maxima","Luz Minima","Luz Total","Material","Nombre","Sección Longitudinal","Sección Transversal","Tablero","Via","point"
"INVIAS","0","0","Las Animas - Santa Cecilia","50","0","1.987","2012.04.02","3","17.1","12","41.1","20","Mumbu","10","14","8.75","5002","POINT (-76.2833974429603 5.33757456963928)"
"INVIAS","0","0","Las Animas - Santa Cecilia","45","400","1.997","2012.05.27","3","14.45","12.62","41.52","20","Aguas Claras II (Mumbú)","10","14","8.7","5002","POINT (-76.3010804611667 5.32472633110365)"
"INVIAS","0","0","Las Animas - Santa Cecilia","40","900","1.997","2012.05.28","3","23.25","9.45","43.35","20","Arrastradero","10","14","8","5002","POINT (-76.3219659062671 5.30264326269706)"
"INVIAS","0","0","Las Animas - Santa Cecilia","39","100","1.997","2012.05.28","1","22.9","22.9","22.9","20","Anamugre","10","14","8.1","5002","POINT (-76.3352424897261 5.29706218530253)"
"INVIAS","0","0","Las Animas - Santa Cecilia","28","50","1.997","2012.05.28","4","30","12.7","75.5","31","Puente Antiguo (San Juan)","10","14","7.95","5002","POINT (-76.4257017549344 5.30862091397471)"
"INVIAS","0","0","Las Animas - Santa Cecilia","27","950","1.997","2012.05.27","1","11.06","11.06","11.06","20","Eduardó (Madre vieja)","10","14","8","5002","POINT (-76.4264015195607 5.30856226906414)"
"INVIAS","0","0","Las Animas - Santa Cecilia","25","900","1.997","2012.05.26","1","13.15","13.15","13.15","20","Todos los Días","10","14","8.7","5002","POINT (-76.4405691188722 5.29950544353823)"
"INVIAS","0","0","Las Animas - Santa Cecilia","24","760","1.997","2012.05.28","1","15.45","15.45","15.45","20","Angostura","10","14","10.1","5002","POINT (-76.4495745596326 5.30179301285458)"
"INVIAS","0","0","Las Animas - Santa Cecilia","20","960","1.997","2012.05.29","1","21.1","21.1","21.1","20","Corcobado","10","14","8","5002","POINT (-76.4761391954404 5.30259236228099)"
"INVIAS","0","0","Las Animas - Santa Cecilia","17","820","1.997","2012.05.28","1","15","15","15","20","Santa Barbara","10","14","8","5002","POINT (-76.4967810673546 5.29099872442419)"
"INVIAS","0","0","Las Animas - Santa Cecilia","16","770","1.997","2012.05.29","1","15.4","15.4","15.4","20","Moya","10","14","8.1","5002","POINT (-76.4992774777438 5.28195667468505)"
"INVIAS","0","0","Las Animas - Santa Cecilia","15","420","1.997","2012.05.30","3","30.65","12.83","56.35","32","El Tapón","10","14","8","5002","POINT (-76.5087560263744 5.27676780839492)"
"INVIAS","0","0","Las Animas - Santa Cecilia","8","300","1.997","2012.05.26","1","113.83","113.83","113.83","51","Tadó","10","50","8","5002","POINT (-76.5627847777143 5.26454401274267)"
"INVIAS","0","0","Las Animas - Santa Cecilia","5","900","1.997","2012.05.27","1","12.95","12.95","12.95","20","El Agropecuario (Charco Negro)","10","13","7","5002","POINT (-76.5818484126748 5.26988225108029)"
"INVIAS","0","0","Las Animas - Santa Cecilia","2","450","1.997","2012.05.27","1","14.9","14.9","14.9","20","Agua Clara","10","13","6.95","5002","POINT (-76.6108702567438 5.27536073946623)"
"INVIAS","0.8","0.8","Nuquí - La Ye (Las Animas)","114","720","1.997","2012.05.30","4","39.5","28.5","135.56","51","San Pablo","10","12","9.6","5001","POINT (-76.7216878757691 5.39984936327855)"
"INVIAS","0","0","Nuquí - La Ye (Las Animas)","107","100","1.997","2012.05.29","1","30.7","30.7","30.7","31","Tubadocito","10","13","9","5001","POINT (-76.7706394924777 5.44562278583736)"
"INVIAS","0","0","Nuquí - La Ye (Las Animas)","106","50","1.958","2012.05.28","3","17.3","16.5","51.1","51","Tubadó","10","13","6.65","5001","POINT (-76.7772383224 5.45217942490549)"
"INVIAS","0","0","Nuquí - La Ye (Las Animas)","103","720","1.958","2012.05.27","2","15","14.75","29.75","51","Chigorodó","10","13","6.6","5001","POINT (-76.7920298042011 5.46532243230384)"
"INVIAS","0","0","Nuquí - La Ye (Las Animas)","79","550","1.958","2015.12.30","2","25.5","25.5","51","31","Río Pató","10","13","9.1","5001","POINT (-76.9178360094852 5.58363243353528)"
"INVIAS","0","0","Nuquí - La Ye (Las Animas)","78","500","1.958","verificar","1","19.7","19.7","19.7","20","Jorgedó (Salvijo)","20","13","8.1","5001","POINT (-76.9247583575195 5.5903736221853)"
"INVIAS","0","0","La Paz - San Juan del Cesar - Buenavista - Tomarrazón","67","94","1.958","2012.04.20","1","12.2","12.2","12.2","20","El Guanabano","10","14","11.05","4902","POINT (-72.9441281914982 10.8412182938616)"
"INVIAS","0","0","La Paz - San Juan del Cesar - Buenavista - Tomarrazón","43","788","2.004","2012.04.19","1","13.6","13.6","13.6","20","El Molino","10","13","10.35","4902","POINT (-72.9335153937441 10.662871417832)"
"INVIAS","0","0","La Paz - San Juan del Cesar - Buenavista - Tomarrazón","33","279","2.004","2012.04.19","1","30.65","30.65","30.65","30","Villanueva","10","13","9.15","4902","POINT (-72.9911337186042 10.6018414534051)"
"INVIAS","0","0","La Paz - San Juan del Cesar - Buenavista - Tomarrazón","32","449","2.004","2012.04.18","1","15.25","15.25","15.25","20","El Quemado","10","14","9.8","4902","POINT (-72.9898388672908 10.5948988828548)"
"INVIAS","0","0","La Paz - San Juan del Cesar - Buenavista - Tomarrazón","29","51","2.004","2012.04.17","1","11.5","11.5","11.5","20","Quebrada Piedra Palos","10","13","10","4902","POINT (-73.0112692336565 10.5728034568167)"
"INVIAS","0","0","La Paz - San Juan del Cesar - Buenavista - Tomarrazón","27","229","2.004","2012.04.17","1","11","11","11","20","Urumita","10","13","9.7","4902","POINT (-73.0230573549043 10.5621036501079)"
"INVIAS","0","0","La Paz - San Juan del Cesar - Buenavista - Tomarrazón","20","937","2.004","2012.04.17","1","11.1","11.1","11.1","20","El Mosquito","10","13","11.2","4902","POINT (-73.0764861901833 10.5532859557646)"
"INVIAS","0","0","La Paz - San Juan del Cesar - Buenavista - Tomarrazón","17","109","2.004","2012.04.16","2","6","5","11","20","La Jagua","10","10","9.5","4902","POINT (-73.0935280304723 10.5233394911345)"
"INVIAS","0","0","La Paz - San Juan del Cesar - Buenavista - Tomarrazón","13","508","2.004","2012.04.16","1","14.8","14.8","14.8","20","El Marquesote","10","13","10.6","4902","POINT (-73.1104871974951 10.4954665087768)"
"INVIAS","0","0","La Paz - San Juan del Cesar - Buenavista - Tomarrazón","6","211","2.004","2012.04.16","1","11.4","11.4","11.4","20","Pereira","10","13","10.1","4902","POINT (-73.144665809061 10.4387799068812)"
"INVIAS","0.7","0.7","San Roque - La Paz","134","371","2.004","2012.06.14","1","10.9","10.9","10.9","20","Chiriamo","10","14","12","4901","POINT (-73.1779448489709 10.3410446231358)"
"INVIAS","0","0","San Roque - La Paz","128","120","2.004","2012.06.13","1","13.8","13.8","77.6","20","Nombre","10","14","9.2","4901","POINT (-73.2063154932356 10.2918326977585)"
"INVIAS","0","0","San Roque - La Paz","118","876","2.004","2012.06.13","1","13.8","13.8","13.8","20","Las Minas 1","10","14","9.2","4901","POINT (-73.2559966486837 10.2265019064259)"
"INVIAS","0","0","San Roque - La Paz","111","600","2.004","2012.07.06","1","12","12","12","20","Padilla","10","14","10.9","4901","POINT (-73.2581663501125 10.1654337412643)"
"INVIAS","0","0","San Roque - La Paz","105","330","2.004","2012.07.06","1","12","12","12","20","El Jobo","10","14","10.9","4901","POINT (-73.2385899053442 10.1223463135002)"
"INVIAS","0","0","San Roque - La Paz","102","243","2.004","2012.06.08","3","13.1","4.6","22.6","20","Magiriamo (Las Flores)","10","14","11.8","4901","POINT (-73.2427123300318 10.0952601372661)"
"INVIAS","0","0","San Roque - La Paz","92","300","2.004","2012.06.07","2","9","6","15","20","El Pozon","10","14","11.2","4901","POINT (-73.2432472973679 10.0080669407768)"
"INVIAS","0","0","San Roque - La Paz","90","600","2.004","2012.06.05","1","21","21","15","20","EL  pocho","10","14","11.6","4901","POINT (-73.2460852623296 9.9930505432647)"
"INVIAS","0","0","San Roque - La Paz","88","850","2.004","2012.06.05","1","21","21","15","20","Fernambuco","10","14","11.6","4901","POINT (-73.2479908793804 9.97736546476314)"
"INVIAS","0","0","San Roque - La Paz","81","400","2.004","2012.06.05","1","21","21","21","20","Rio La Fe","10","14","11.6","4901","POINT (-73.2560076727577 9.91053494661067)"
"INVIAS","0","0","San Roque - La Paz","81","247","2.004","2012.06.06","3","14.2","14","21.1","20","Rio Sicarare","10","14","11.3","4901","POINT (-73.2561703480149 9.90916125279414)"
"INVIAS","0","0","San Roque - La Paz","79","650","2.004","2012.06.06","3","14.2","14","81","20","El Crecido","10","14","11.3","4901","POINT (-73.2578590427484 9.89487578275188)"
"INVIAS","0","0","San Roque - La Paz","76","943","2.004","2012.06.06","3","14.2","14","15.9","20","El ?vila","10","14","11.3","4901","POINT (-73.2608132739002 9.87080416873999)"
"INVIAS","0","0","San Roque - La Paz","75","729","2.004","2012.06.06","3","14.2","14","42.4","20","Casacara II","10","14","11.3","4901","POINT (-73.262123680334 9.85990923620853)"
"INVIAS","0","0","San Roque - La Paz","73","41","2.004","2012.05.31","1","15.5","15.5","15.5","20","Llerasca (Casacara I)","10","14","12.1","4901","POINT (-73.2648759575361 9.83698965356183)"
"INVIAS","0","0","San Roque - La Paz","66","430","2.004","2012.05.30","3","45.6","16","10","30","El Rincón","31","14","8","4901","POINT (-73.2721743413122 9.77648886079647)"
"INVIAS","0","0","San Roque - La Paz","56","438","2.004","2012.05.30","3","45.6","16","21","30","Aliviadero el Maracas","31","14","8","4901","POINT (-73.2789074866939 9.68868406304506)"
"INVIAS","0","0","San Roque - La Paz","47","964","2.004","2012.05.30","3","45.6","16","16","30","La Victoria II","31","14","8","4901","POINT (-73.2963800742825 9.61415594760372)"
"INVIAS","0","0","San Roque - La Paz","56","166","2.004","2012.05.29","1","12","12","10.5","20","El Maracas","10","14","10.1","4901","POINT (-73.2790627855973 9.6862330974936)"
"INVIAS","0","0","San Roque - La Paz","47","500","2.004","2012.05.29","1","12","12","12.8","20","El manantial","10","14","10.1","4901","POINT (-73.2981057626917 9.61036277377025)"
"INVIAS","0","0","San Roque - La Paz","44","450","2.004","2012.05.29","1","12","12","20.5","20","El Tocuy","10","14","10.1","4901","POINT (-73.3101409298027 9.58661385998202)"
"INVIAS","0","0","San Roque - La Paz","42","700","2.004","2012.05.29","1","12","12","12","20","La Victoria","10","14","10.1","4901","POINT (-73.3195682381806 9.57498119116075)"
"INVIAS","1.2","1.2","San Roque - La Paz","42","180","2.004","2012.05.25","1","50.6","50.6","50.6","50","La Jagua (Rio Sororia )","10","14","11","4901","POINT (-73.3235903823488 9.57273133018143)"
"INVIAS","0","0","San Roque - La Paz","49","550","1.946","2012.05.12","1","15.5","15.5","21.6","20","Buenavista","10","14","9.8","4901","POINT (-73.2928571135009 9.62831542461574)"
"INVIAS","0","0","San Roque - La Paz","35","421","1.946","2012.05.12","1","15.5","15.5","15.5","20","San Roque4","10","14","9.8","4901","POINT (-73.3746702033968 9.5452732170303)"
"INVIAS","0","0","San Roque - La Paz","32","608","1.946","2012.05.23","1","21","21","21","20","Aliviadero San Antonio (San Roque3)","10","13","8","4901","POINT (-73.3785527812303 9.5208205114061)"
"INVIAS","0","0","San Roque - La Paz","32","564","1.946","2012.05.12","1","12.9","12.9","12.9","20","San Antonio (San Roque2)","10","14","10.6","4901","POINT (-73.3787278081404 9.5204626854122)"
"INVIAS","0","1.5","San Roque - La Paz","24","599","1.946","2012.05.17","1","34.6","34.6","34.6","20","Las Animas (San Roque1)","10","14","9.1","4901","POINT (-73.4388595913903 9.48420398084508)"
"INVIAS","0","0","San Roque - La Paz","18","876","1.946","2012.05.16","1","12.7","12.7","12.7","20","Similoa","10","14","9.9","4901","POINT (-73.4689561567864 9.44253647391211)"
"INVIAS","0","0","San Roque - La Paz","15","488","1.946","2012.04.15","1","16.6","16.6","16.6","20","El Hovito","10","14","10.7","4901","POINT (-73.4814151535133 9.41463389049764)"
"INVIAS","0","0","San Roque - La Paz","14","559","1.946","2012.05.14","1","10.9","10.9","10.9","20","Mulitas","10","14","11.1","4901","POINT (-73.4847827801847 9.40695553519763)"
"INVIAS","0","0","San Roque - La Paz","7","131","1.946","2012.05.10","1","41.2","41.2","41.2","50","Anime","10","40","6.1","4901","POINT (-73.4900997236844 9.34260942440149)"
"INVIAS","0","0","San Roque - La Paz","4","588","1.991","2012.05.09","1","14.9","14.9","14.9","20","Victoria","10","14","9.8","4901","POINT (-73.4888427224585 9.32075700802261)"
"INVIAS","0","0","San Roque - La Paz","4","450","1.991","2012.05.12","1","13","13","13","20","El Caño","10","14","9.6","4901","POINT (-73.4888775172227 9.31950985387301)"
"INVIAS","0","0","San Roque - La Paz","0","857","1.991","2012.05.07","2","11.4","11.4","22.8","20","Simití","10","14","9.8","4901","POINT (-73.5064134143067 9.29419245727612)"
"INVIAS","0.77","0.77","Ansermanuevo - Cartago","0","0","1.991","2012.06.12","3","110.21","32.53","175.26","30","Anacaro","10","30","10.22","4803","POINT (-75.9938116085061 4.79244726639717)"
"ANI","0.65","0.65","San Rafael - El Paso","4","0","2.009","2012.05.02","3","90","28.3","164.1","20","Rio Magdalena, Costado Derecho","41","31","9.4","45TLG","POINT (-74.7876158516688 4.25723705138916)"
"ANI","0.85","0","San Rafael - El Paso","4","0","2.002","2012.05.02","3","110.5","29.74","170.24","20","Rio Magdalena, Costado Izquierdo","41","31","11.25","45TLG","POINT (-74.7876158516688 4.25723705138916)"
"ANI","0","0","Variante de Aracataca","5","600","2.002","2012.05.02","1","40.6","40.6","40.6","20","Canal de Antioquia","10","14","11.4","45MGB","POINT (-74.1655031702617 10.5786513756864)"
"INVIAS","0","0","Cuatro Vientos - Codazzi","12","710","2.002","2012.05.02","2","9.6","9.6","19.2","20","Aliviadero del Lajas","10","13","7","45CS09","POINT (-73.6221659599961 9.80749952289067)"
"INVIAS","0","0","Cuatro Vientos - Codazzi","12","212","2.002","2012.05.01","1","52.8","52.8","52.8","51","Lajas","10","81","3.4","45CS09","POINT (-73.6239706294711 9.80381739703688)"
